game_id,season,round,date,ts,kickoff_hour,weekday,played,status,home_id,home,away_id,away,hg,ag,h_xa,a_xa,h_xgot,a_xgot,h_saves,a_saves,h_shots,a_shots,h_xgc,a_xgc,h_fouls,a_fouls,h_corners,a_corners,h_red,a_red,h_shots_ib,a_shots_ib,h_attacks,a_attacks,h_sot,a_sot,h_bigch,a_bigch,h_yellow,a_yellow,h_poss,a_poss,h_xg,a_xg,book,odds_H,open_H,odds_D,open_D,odds_A,open_A,h_rest,a_rest,h_xg_all,h_npxg,h_xg_open,h_xg_openstr,h_xg_sp,h_xg_level,h_xgot_sum,h_pens,h_shots_n,a_xg_all,a_npxg,a_xg_open,a_xg_openstr,a_xg_sp,a_xg_level,a_xgot_sum,a_pens,a_shots_n
4532533,143,7,2025-11-01,1762002000.0,17.0,5,True,Ended,8352,Al Dhafra,8355,Kalba,3.0,0.0,1.65,0.49,1.99,0.03,1.0,6.0,13.0,8.0,0.6,1.77,8.0,7.0,4.0,4.0,0.0,0.0,7.0,4.0,91.0,87.0,8.0,1.0,2.0,0.0,1.0,1.0,47.0,53.0,1.77,0.6,Bet365,2.88,2.5,3.7,3.6,2.05,2.3,14.996527777777779,14.885416666666666,1.7700000000000002,1.7700000000000002,1.6700000000000002,1.6700000000000002,0.1,0.09,1.98,0.0,13.0,0.6100000000000001,0.6100000000000001,0.56,0.37,0.05,0.0,0.03,0.0,9.0
4532534,143,7,2025-11-01,1762011900.0,19.75,5,True,Ended,8344,Jazira Abu Dhabi,57374,Al Bataeh,1.0,0.0,1.07,0.91,1.15,0.16,3.0,6.0,13.0,13.0,0.48,1.08,13.0,14.0,8.0,3.0,,,10.0,6.0,,,7.0,3.0,1.0,0.0,3.0,3.0,57.0,43.0,1.08,0.48,,,,,,,,14.11111111111111,15.11111111111111,1.0900000000000003,1.0900000000000003,1.0500000000000005,0.8800000000000001,0.04,0.43,1.14,0.0,13.0,0.4900000000000001,0.4900000000000001,0.4900000000000001,0.4600000000000001,0.0,0.2,0.16,0.0,13.0
4598134,143,8,2025-11-20,1763652600.0,19.5,3,True,Ended,11134,Khor Fakkan,8347,Shabab Al Ahly,0.0,1.0,0.71,1.17,0.48,1.59,5.0,1.0,3.0,22.0,1.91,0.64,13.0,8.0,2.0,11.0,0.0,0.0,3.0,17.0,34.0,70.0,1.0,6.0,1.0,0.0,2.0,2.0,31.0,69.0,0.64,1.91,Bet365,6.0,5.25,4.33,3.9,1.4,1.5,19.989583333333332,20.989583333333332,0.52,0.52,0.52,0.27,0.0,0.52,0.28,0.0,3.0,1.9100000000000008,1.9100000000000008,1.9100000000000008,1.6100000000000003,0.0,1.8000000000000007,1.59,0.0,22.0
4598133,143,8,2025-11-21,1763728800.0,16.666666666666668,4,True,Ended,10880,Dibba Al Fujairah,8350,Al-Wahda,1.0,1.0,0.14,2.7,0.95,2.77,12.0,1.0,7.0,33.0,1.8,1.17,13.0,10.0,0.0,11.0,0.0,0.0,6.0,17.0,69.0,125.0,2.0,13.0,2.0,1.0,1.0,2.0,30.0,70.0,1.17,1.8,Bet365,7.5,6.25,4.5,4.1,1.3,1.4,20.98611111111111,21.98611111111111,1.17,0.38,0.38,0.14,0.0,0.33,0.94,1.0,7.0,1.7800000000000007,1.7800000000000007,1.2900000000000005,1.0800000000000003,0.4899999999999999,1.6500000000000006,2.74,0.0,33.0
4598136,143,8,2025-11-21,1763728800.0,16.666666666666668,4,True,Ended,8349,Al Nasr Dubai,8352,Al Dhafra,2.0,0.0,1.11,0.99,1.0,0.32,4.0,3.0,13.0,14.0,0.84,2.47,13.0,11.0,3.0,5.0,0.0,2.0,8.0,8.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,2.0,56.0,44.0,2.47,0.84,Bet365,1.57,1.5,3.8,4.0,4.5,5.0,21.98611111111111,19.98611111111111,2.46,1.6700000000000002,1.4600000000000002,0.99,0.21,0.38,0.99,1.0,13.0,0.8300000000000001,0.8300000000000001,0.33,0.3,0.5,0.0,0.33,0.0,15.0
4598135,143,8,2025-11-21,1763739000.0,19.5,4,True,Ended,8351,Sharjah SC,8345,Baniyas,1.0,4.0,1.44,0.56,2.09,3.56,2.0,8.0,27.0,11.0,2.36,2.4,5.0,16.0,16.0,3.0,0.0,1.0,21.0,10.0,111.0,80.0,9.0,7.0,3.0,2.0,2.0,5.0,72.0,28.0,2.4,2.36,Bet365,1.55,1.48,3.7,4.0,5.0,5.25,21.989583333333332,21.104166666666668,2.46,1.6700000000000004,1.34,1.2500000000000002,0.33,0.02,2.0900000000000003,1.0,27.0,2.33,1.5399999999999998,1.5199999999999998,0.7,0.02,0.24,3.56,1.0,11.0
4598689,143,8,2025-11-22,1763815200.0,16.666666666666668,5,True,Ended,8346,Al Wasl,8652,Ajman Club,0.0,0.0,2.04,0.03,0.99,0.0,0.0,4.0,21.0,4.0,0.18,1.75,16.0,14.0,6.0,0.0,0.0,1.0,14.0,2.0,,,4.0,0.0,1.0,0.0,2.0,5.0,72.0,28.0,1.75,0.18,Bet365,1.42,1.28,4.2,4.75,5.75,8.0,21.87152777777778,22.87152777777778,1.8000000000000005,1.8000000000000005,1.6900000000000002,1.2700000000000002,0.11,1.8000000000000005,0.98,0.0,22.0,0.17,0.17,0.17,0.02,0.0,0.17,0.0,0.0,4.0
4598691,143,8,2025-11-22,1763815200.0,16.666666666666668,5,True,Ended,8355,Kalba,57374,Al Bataeh,1.0,3.0,0.13,1.73,0.12,2.5,4.0,2.0,5.0,15.0,1.49,0.28,9.0,13.0,3.0,3.0,1.0,0.0,2.0,9.0,41.0,71.0,2.0,7.0,1.0,2.0,2.0,2.0,34.0,66.0,0.28,1.49,Bet365,1.85,1.95,3.4,3.4,3.6,3.25,20.98611111111111,20.87152777777778,0.27,0.27,0.25,0.25,0.02,0.1699999999999999,0.12,0.0,5.0,1.5000000000000002,1.5000000000000002,1.4300000000000002,1.0100000000000002,0.07,0.6300000000000001,2.4800000000000004,0.0,16.0
4598690,143,8,2025-11-22,1763825400.0,19.5,5,True,Ended,8353,Al Ain,8344,Jazira Abu Dhabi,1.0,1.0,0.5,0.69,0.27,1.53,2.0,1.0,11.0,14.0,1.8,0.66,16.0,13.0,10.0,3.0,,,8.0,8.0,,,2.0,3.0,0.0,2.0,1.0,0.0,51.0,49.0,0.66,1.8,,,,,,,,22.989583333333332,20.989583333333332,0.6300000000000001,0.6300000000000001,0.42,0.42,0.21,0.42,0.27,0.0,11.0,1.8000000000000005,1.01,0.76,0.5800000000000001,0.25,0.69,1.53,1.0,14.0
4610183,143,9,2025-12-20,1766235000.0,16.833333333333332,5,True,Ended,8652,Ajman Club,10880,Dibba Al Fujairah,2.0,0.0,1.31,0.39,1.48,0.14,1.0,8.0,26.0,12.0,0.63,1.82,18.0,13.0,5.0,3.0,0.0,0.0,18.0,7.0,74.0,46.0,10.0,2.0,1.0,1.0,1.0,1.0,60.0,40.0,1.82,0.63,Bet365,1.55,1.73,3.7,3.4,5.25,4.2,28.006944444444443,29.006944444444443,1.8500000000000003,1.8500000000000003,1.81,0.95,0.04,1.5100000000000005,1.4700000000000002,0.0,26.0,0.6400000000000001,0.6400000000000001,0.5700000000000001,0.41,0.07,0.5800000000000001,0.14,0.0,12.0
4610184,143,9,2025-12-20,1766235000.0,16.833333333333332,5,True,Ended,8345,Baniyas,11134,Khor Fakkan,0.0,3.0,0.81,1.05,1.58,1.34,2.0,4.0,17.0,8.0,1.35,2.01,10.0,10.0,9.0,2.0,0.0,0.0,10.0,5.0,104.0,88.0,5.0,5.0,1.0,3.0,1.0,2.0,55.0,45.0,2.01,1.35,Bet365,2.2,2.38,3.4,3.25,2.62,2.6,28.88888888888889,29.88888888888889,2.0900000000000003,1.3000000000000005,1.2300000000000004,0.7800000000000001,0.07,0.26,1.59,1.0,18.0,1.3500000000000003,0.56,0.53,0.2299999999999999,0.03,0.0,1.3400000000000003,1.0,8.0
4610182,143,9,2025-12-20,1766244600.0,19.5,5,True,Ended,8353,Al Ain,8355,Kalba,2.0,0.0,0.67,0.41,1.34,0.1,2.0,1.0,10.0,11.0,0.49,1.32,13.0,8.0,4.0,3.0,0.0,0.0,6.0,5.0,110.0,92.0,3.0,2.0,3.0,0.0,2.0,1.0,59.0,41.0,1.32,0.49,Bet365,1.4,1.33,4.0,4.33,6.5,7.5,28.0,28.118055555555557,1.3200000000000005,1.3200000000000005,1.3200000000000005,1.2600000000000002,0.0,0.9,1.34,0.0,10.0,0.53,0.53,0.53,0.38,0.0,0.11,0.1,0.0,12.0
4610181,143,9,2025-12-21,1766321400.0,16.833333333333332,6,True,Ended,57374,Al Bataeh,8349,Al Nasr Dubai,2.0,3.0,0.52,1.78,0.87,1.68,5.0,1.0,10.0,16.0,1.84,1.06,7.0,7.0,5.0,8.0,1.0,0.0,8.0,11.0,35.0,63.0,3.0,9.0,1.0,5.0,0.0,3.0,31.0,69.0,1.06,1.84,Bet365,3.2,3.8,3.3,3.4,2.0,1.8,29.006944444444443,30.006944444444443,1.05,1.05,0.81,0.4999999999999999,0.24,0.4899999999999999,0.8799999999999999,0.0,10.0,1.8300000000000003,1.8300000000000003,1.6300000000000003,1.5100000000000002,0.2,1.63,1.6800000000000002,0.0,16.0
4610180,143,9,2025-12-21,1766331000.0,19.5,6,True,Ended,8344,Jazira Abu Dhabi,8352,Al Dhafra,4.0,2.0,0.89,0.36,3.2,1.43,0.0,1.0,15.0,6.0,0.37,1.47,8.0,11.0,7.0,4.0,0.0,0.0,7.0,3.0,48.0,51.0,5.0,2.0,4.0,1.0,0.0,1.0,58.0,42.0,1.47,0.37,Bet365,1.42,1.38,4.0,4.1,6.5,6.5,29.0,30.118055555555557,1.4500000000000002,1.4500000000000002,1.32,1.32,0.13,0.15,3.21,0.0,15.0,0.36,0.36,0.36,0.35,0.0,0.0,1.44,0.0,6.0
4610178,143,10,2025-12-28,1766926200.0,16.833333333333332,6,True,Ended,8350,Al-Wahda,11134,Khor Fakkan,1.0,0.0,0.92,0.83,1.3,0.04,2.0,5.0,14.0,6.0,0.62,1.76,11.0,15.0,3.0,1.0,0.0,0.0,10.0,2.0,29.0,29.0,6.0,2.0,1.0,1.0,1.0,1.0,44.0,56.0,1.76,0.62,Bet365,1.4,1.4,4.2,4.1,6.0,6.25,37.00694444444444,8.0,1.7800000000000002,0.99,0.79,0.77,0.2,0.0,1.29,1.0,14.0,0.63,0.63,0.6,0.56,0.03,0.04,0.04,0.0,6.0
4610179,143,10,2025-12-28,1766926200.0,16.833333333333332,6,True,Ended,10880,Dibba Al Fujairah,8346,Al Wasl,1.0,3.0,0.58,1.49,0.35,2.01,3.0,0.0,6.0,13.0,1.01,0.82,7.0,6.0,4.0,11.0,0.0,0.0,4.0,9.0,51.0,100.0,1.0,4.0,1.0,2.0,2.0,1.0,30.0,70.0,0.82,1.01,Bet365,6.25,6.5,4.33,4.1,1.38,1.4,8.0,36.00694444444444,0.82,0.82,0.82,0.82,0.0,0.5,0.29,0.0,6.0,1.0,1.0,1.0,0.98,0.0,0.8200000000000001,2.01,0.0,13.0
4610177,143,10,2025-12-28,1766936700.0,19.75,6,True,Ended,8349,Al Nasr Dubai,8353,Al Ain,2.0,2.0,0.66,3.33,1.61,3.49,7.0,4.0,13.0,23.0,3.1,1.48,10.0,13.0,6.0,5.0,0.0,0.0,8.0,14.0,44.0,55.0,6.0,9.0,2.0,8.0,1.0,2.0,54.0,46.0,1.48,3.1,Bet365,4.1,3.7,3.7,3.5,1.67,1.8,7.121527777777778,8.010416666666666,1.28,1.28,0.6200000000000001,0.3299999999999999,0.66,0.0999999999999999,1.51,0.0,13.0,3.1299999999999994,3.1299999999999994,3.05,2.68,0.08,1.0,3.48,0.0,23.0
4610176,143,10,2025-12-29,1767012600.0,16.833333333333332,0,True,Ended,8355,Kalba,8344,Jazira Abu Dhabi,1.0,1.0,1.04,1.42,0.73,0.34,4.0,1.0,14.0,9.0,1.13,0.95,14.0,13.0,7.0,4.0,0.0,1.0,8.0,4.0,34.0,60.0,2.0,5.0,2.0,2.0,3.0,1.0,32.0,68.0,0.95,1.13,Bet365,4.5,3.6,3.7,3.4,1.7,1.83,8.88888888888889,7.888888888888889,0.97,0.97,0.95,0.94,0.02,0.97,0.72,0.0,14.0,1.13,1.13,1.01,1.01,0.12,1.1,0.36,0.0,9.0
4610175,143,10,2025-12-29,1767023100.0,19.75,0,True,Ended,8352,Al Dhafra,8345,Baniyas,0.0,2.0,0.93,0.77,0.01,1.1,0.0,1.0,13.0,7.0,0.74,0.65,8.0,13.0,6.0,4.0,0.0,0.0,5.0,5.0,115.0,63.0,1.0,2.0,0.0,1.0,0.0,3.0,63.0,37.0,0.65,0.74,Bet365,2.45,1.85,3.4,3.7,2.38,3.2,8.010416666666666,9.121527777777779,0.74,0.74,0.6099999999999999,0.58,0.13,0.03,0.01,0.0,14.0,0.7300000000000001,0.7300000000000001,0.7200000000000001,0.5700000000000001,0.01,0.17,1.1,0.0,7.0
4610173,143,11,2026-01-02,1767358500.0,16.916666666666668,4,True,Ended,11134,Khor Fakkan,8352,Al Dhafra,2.0,3.0,1.42,0.87,1.32,0.95,0.0,3.0,14.0,8.0,0.64,1.86,12.0,11.0,5.0,3.0,0.0,0.0,9.0,7.0,97.0,87.0,6.0,2.0,2.0,0.0,1.0,0.0,63.0,37.0,1.86,0.64,Bet365,1.95,1.7,3.5,3.6,3.1,3.9,5.003472222222222,3.8819444444444446,1.8600000000000003,1.0700000000000005,1.0500000000000005,0.9000000000000001,0.02,0.8200000000000001,1.93,1.0,15.0,0.64,0.64,0.64,0.51,0.0,0.24,0.95,0.0,8.0
4610174,143,11,2026-01-02,1767358500.0,16.916666666666668,4,True,Ended,8346,Al Wasl,8350,Al-Wahda,1.0,0.0,0.24,0.56,1.03,0.31,3.0,1.0,2.0,10.0,0.58,0.97,16.0,16.0,4.0,6.0,0.0,0.0,1.0,5.0,86.0,121.0,2.0,3.0,1.0,1.0,2.0,2.0,51.0,49.0,0.97,0.58,Bet365,2.1,2.45,3.4,3.1,2.9,2.6,5.003472222222222,5.003472222222222,0.98,0.98,0.96,0.96,0.02,0.98,1.04,0.0,2.0,0.6400000000000001,0.6400000000000001,0.56,0.35,0.08,0.26,0.31,0.0,11.0
4610171,143,11,2026-01-02,1767368700.0,19.75,4,True,Ended,8353,Al Ain,8351,Sharjah SC,1.0,0.0,1.17,1.09,1.54,0.23,2.0,4.0,15.0,11.0,0.59,1.33,11.0,18.0,3.0,1.0,1.0,0.0,12.0,6.0,30.0,36.0,5.0,2.0,2.0,1.0,2.0,6.0,47.0,53.0,1.33,0.59,Bet365,1.85,1.44,3.3,4.1,3.6,5.75,5.0,42.010416666666664,1.3300000000000003,1.3300000000000003,1.2600000000000002,0.9300000000000002,0.07,1.3300000000000003,1.54,0.0,15.0,0.6400000000000001,0.6400000000000001,0.6100000000000001,0.5400000000000001,0.03,0.51,0.2299999999999999,0.0,13.0
4610172,143,11,2026-01-02,1767368700.0,19.75,4,True,Ended,8345,Baniyas,8349,Al Nasr Dubai,1.0,2.0,1.5,0.53,2.96,0.64,1.0,6.0,23.0,7.0,0.65,2.82,8.0,13.0,9.0,2.0,1.0,0.0,16.0,5.0,30.0,26.0,8.0,3.0,2.0,0.0,3.0,1.0,41.0,59.0,2.82,0.65,Bet365,3.8,3.6,3.7,3.5,1.7,1.8,4.0,5.0,2.97,2.18,2.18,1.7800000000000005,0.0,0.85,2.9600000000000004,1.0,23.0,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.0,0.41,0.64,0.0,7.0
4610169,143,11,2026-01-03,1767444900.0,16.916666666666668,5,True,Ended,8652,Ajman Club,8355,Kalba,0.0,1.0,1.35,0.78,0.33,0.27,1.0,4.0,12.0,13.0,0.99,0.76,14.0,16.0,8.0,4.0,2.0,0.0,7.0,8.0,89.0,84.0,4.0,2.0,1.0,2.0,2.0,3.0,53.0,47.0,0.76,0.99,Bet365,2.38,2.1,3.25,3.3,2.6,3.0,14.003472222222221,5.003472222222222,0.7700000000000001,0.7700000000000001,0.52,0.47,0.25,0.3,0.31,0.0,12.0,0.9900000000000002,0.9900000000000002,0.9300000000000002,0.6100000000000001,0.06,0.11,0.27,0.0,13.0
4610170,143,11,2026-01-03,1767444900.0,16.916666666666668,5,True,Ended,57374,Al Bataeh,10880,Dibba Al Fujairah,0.0,1.0,1.54,0.54,0.1,1.03,2.0,2.0,14.0,9.0,1.19,0.74,13.0,14.0,10.0,1.0,0.0,0.0,9.0,6.0,122.0,88.0,2.0,3.0,0.0,1.0,1.0,1.0,67.0,33.0,0.74,1.19,Bet365,1.73,2.0,3.5,3.3,4.0,3.2,13.003472222222221,6.003472222222222,0.7300000000000002,0.7300000000000002,0.7300000000000002,0.7200000000000002,0.0,0.17,0.1,0.0,14.0,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.0,1.08,1.03,0.0,9.0
4610168,143,11,2026-01-03,1767455100.0,19.75,5,True,Ended,8344,Jazira Abu Dhabi,8347,Shabab Al Ahly,0.0,3.0,0.34,0.64,0.07,2.72,4.0,2.0,5.0,15.0,1.86,0.2,12.0,11.0,1.0,1.0,0.0,0.0,3.0,10.0,88.0,109.0,2.0,7.0,0.0,5.0,4.0,2.0,45.0,55.0,0.2,1.86,Bet365,4.5,2.75,3.6,3.0,1.65,2.4,5.121527777777778,44.010416666666664,0.19,0.19,0.19,0.19,0.0,0.02,0.0699999999999999,0.0,5.0,2.0900000000000003,2.0900000000000003,2.0900000000000003,1.13,0.0,1.21,2.72,0.0,15.0
4610166,143,12,2026-01-06,1767704400.0,17.0,1,True,Ended,8349,Al Nasr Dubai,8351,Sharjah SC,2.0,4.0,0.18,2.18,1.04,4.05,8.0,1.0,5.0,27.0,3.44,1.16,11.0,12.0,1.0,7.0,0.0,0.0,5.0,16.0,78.0,103.0,3.0,12.0,1.0,4.0,1.0,2.0,50.0,50.0,1.16,3.44,Bet365,3.25,2.3,3.4,3.25,1.91,2.62,3.8854166666666665,3.8854166666666665,1.2300000000000002,0.44,0.44,0.44,0.0,0.18,1.04,1.0,6.0,3.43,3.43,3.36,3.15,0.07,1.1700000000000002,4.03,0.0,27.0
4610167,143,12,2026-01-06,1767714300.0,19.75,1,True,Ended,8350,Al-Wahda,8345,Baniyas,3.0,0.0,1.36,0.69,1.54,0.05,1.0,3.0,13.0,10.0,0.46,1.32,9.0,12.0,1.0,2.0,0.0,0.0,6.0,4.0,20.0,13.0,6.0,1.0,4.0,0.0,1.0,2.0,58.0,42.0,1.32,0.46,Bet365,1.53,1.4,3.8,4.1,5.0,6.25,4.118055555555555,4.0,1.33,1.33,1.29,1.1700000000000002,0.04,0.41,1.53,0.0,13.0,0.45,0.45,0.45,0.42,0.0,0.0,0.05,0.0,10.0
4610165,143,12,2026-01-07,1767790800.0,17.0,2,True,Ended,8355,Kalba,8346,Al Wasl,2.0,2.0,0.34,1.4,1.67,1.06,2.0,2.0,13.0,14.0,1.2,2.07,11.0,10.0,5.0,6.0,0.0,0.0,8.0,10.0,59.0,76.0,4.0,4.0,2.0,0.0,1.0,2.0,36.0,64.0,2.07,1.2,Bet365,4.5,4.33,3.8,3.8,1.57,1.62,4.003472222222222,5.003472222222222,2.0700000000000003,1.28,0.29,0.22,0.99,0.2299999999999999,1.66,1.0,13.0,1.2800000000000002,1.2800000000000002,1.2800000000000002,0.8500000000000001,0.0,1.2400000000000002,1.1800000000000002,0.0,15.0
4610164,143,12,2026-01-07,1767800700.0,19.75,2,True,Ended,57374,Al Bataeh,8347,Shabab Al Ahly,0.0,4.0,0.73,0.77,0.32,2.58,2.0,3.0,10.0,11.0,2.05,1.19,13.0,6.0,1.0,3.0,0.0,0.0,6.0,9.0,32.0,50.0,4.0,6.0,2.0,4.0,1.0,0.0,44.0,56.0,1.19,2.05,Bet365,6.25,6.25,4.33,4.2,1.38,1.4,4.118055555555555,4.0,1.1900000000000002,1.1900000000000002,1.15,1.14,0.04,0.0,0.32,0.0,10.0,2.11,2.11,2.11,1.09,0.0,0.5900000000000001,2.58,0.0,11.0
4610162,143,12,2026-01-08,1767877200.0,17.0,3,True,Ended,10880,Dibba Al Fujairah,11134,Khor Fakkan,1.0,0.0,0.41,0.88,1.0,1.21,5.0,3.0,14.0,13.0,1.31,0.72,7.0,15.0,3.0,6.0,0.0,0.0,5.0,8.0,87.0,96.0,4.0,5.0,1.0,2.0,3.0,3.0,44.0,56.0,0.72,1.31,Bet365,2.7,3.0,3.4,3.4,2.3,2.05,5.003472222222222,6.003472222222222,0.7000000000000001,0.7000000000000001,0.62,0.61,0.0799999999999999,0.48,1.0,0.0,14.0,1.3,0.51,0.42,0.41,0.09,0.23,1.21,1.0,13.0
4610163,143,12,2026-01-08,1767877200.0,17.0,3,True,Ended,8344,Jazira Abu Dhabi,8652,Ajman Club,3.0,0.0,1.26,0.75,1.75,0.45,2.0,5.0,15.0,12.0,0.83,1.29,11.0,15.0,6.0,6.0,0.0,0.0,9.0,8.0,46.0,58.0,8.0,2.0,0.0,0.0,1.0,1.0,56.0,44.0,1.29,0.83,Bet365,1.8,1.73,3.5,3.5,3.8,4.0,4.885416666666667,5.003472222222222,1.29,1.29,1.26,1.04,0.03,0.26,1.76,0.0,15.0,0.8400000000000002,0.8400000000000002,0.7600000000000001,0.7600000000000001,0.08,0.12,0.46,0.0,12.0
4610161,143,12,2026-01-08,1767887100.0,19.75,3,True,Ended,8352,Al Dhafra,8353,Al Ain,1.0,2.0,0.21,1.38,0.94,1.57,3.0,0.0,5.0,22.0,1.94,1.02,13.0,12.0,3.0,7.0,0.0,0.0,4.0,14.0,11.0,12.0,1.0,5.0,1.0,4.0,1.0,0.0,35.0,65.0,1.02,1.94,Bet365,6.25,6.5,4.2,4.33,1.4,1.36,6.118055555555555,6.0,1.02,0.23,0.22,0.22,0.01,0.18,0.94,1.0,5.0,2.02,2.02,1.83,1.4,0.19,0.96,1.64,0.0,23.0
4610160,143,9,2026-01-10,1768059900.0,19.75,5,True,Ended,8350,Al-Wahda,8351,Sharjah SC,1.0,1.0,0.58,0.41,0.94,0.58,0.0,3.0,8.0,4.0,0.16,0.66,8.0,21.0,1.0,1.0,0.0,0.0,7.0,1.0,87.0,88.0,4.0,1.0,1.0,0.0,4.0,3.0,54.0,46.0,0.66,0.16,Bet365,2.05,2.2,3.3,3.2,3.1,2.9,4.0,4.114583333333333,0.6699999999999999,0.6699999999999999,0.6299999999999999,0.44,0.04,0.51,0.95,0.0,8.0,0.15,0.15,0.15,0.15,0.0,0.15,0.58,0.0,4.0
4610159,143,9,2026-01-11,1768146300.0,19.75,6,True,Ended,8347,Shabab Al Ahly,8346,Al Wasl,3.0,1.0,0.95,1.32,1.67,1.75,3.0,5.0,15.0,16.0,2.15,1.58,11.0,16.0,7.0,8.0,0.0,0.0,9.0,13.0,59.0,31.0,8.0,5.0,2.0,2.0,3.0,1.0,46.0,54.0,1.58,2.15,Bet365,2.0,2.05,3.2,3.3,3.2,3.1,4.0,4.114583333333333,1.5900000000000003,1.5900000000000003,1.2300000000000002,1.09,0.36,0.74,1.6800000000000002,0.0,15.0,2.1899999999999995,1.4000000000000004,1.3800000000000003,0.6300000000000001,0.02,1.11,1.75,1.0,16.0
4610158,143,10,2026-01-14,1768405500.0,19.75,2,True,Ended,8351,Sharjah SC,57374,Al Bataeh,0.0,2.0,1.1,0.1,0.0,1.03,1.0,0.0,12.0,7.0,0.46,0.87,12.0,15.0,6.0,1.0,0.0,0.0,5.0,1.0,76.0,30.0,1.0,3.0,1.0,1.0,3.0,4.0,74.0,26.0,0.87,0.46,Bet365,1.42,1.53,4.1,3.8,6.25,5.0,4.0,7.0,0.8600000000000002,0.8600000000000002,0.8100000000000002,0.8100000000000002,0.05,0.53,0.0,0.0,12.0,0.45,0.45,0.45,0.42,0.0,0.05,1.03,0.0,7.0
4610155,143,10,2026-01-15,1768491900.0,19.75,3,True,Ended,8347,Shabab Al Ahly,8652,Ajman Club,3.0,1.0,2.18,0.51,2.34,0.8,2.0,3.0,16.0,8.0,0.73,2.3,19.0,20.0,6.0,2.0,0.0,0.0,13.0,4.0,91.0,78.0,6.0,3.0,3.0,2.0,2.0,3.0,62.0,38.0,2.3,0.73,Bet365,1.27,1.3,5.25,5.0,7.5,7.0,4.0,7.114583333333333,2.33,2.33,2.32,1.6600000000000004,0.01,0.16,2.33,0.0,16.0,0.77,0.77,0.77,0.5900000000000001,0.0,0.33,0.81,0.0,9.0
4610156,143,13,2026-01-17,1768655100.0,17.083333333333332,5,True,Ended,11134,Khor Fakkan,8349,Al Nasr Dubai,0.0,0.0,0.39,0.73,1.16,0.33,3.0,7.0,12.0,13.0,1.0,0.99,8.0,15.0,2.0,1.0,0.0,0.0,6.0,8.0,57.0,115.0,7.0,3.0,4.0,2.0,1.0,2.0,32.0,68.0,0.99,1.0,Bet365,2.9,3.0,3.5,3.4,2.05,2.0,9.003472222222221,11.003472222222221,0.98,0.98,0.9,0.73,0.08,0.98,1.15,0.0,12.0,1.0,1.0,1.0,0.78,0.0,1.0,0.33,0.0,13.0
4610157,143,13,2026-01-17,1768655100.0,17.083333333333332,5,True,Ended,8346,Al Wasl,8344,Jazira Abu Dhabi,1.0,0.0,1.01,0.61,0.51,0.61,2.0,1.0,14.0,5.0,0.3,1.0,14.0,13.0,6.0,1.0,0.0,0.0,7.0,2.0,97.0,72.0,2.0,2.0,0.0,0.0,2.0,6.0,55.0,45.0,1.0,0.3,Bet365,1.8,1.9,3.5,3.3,3.6,3.4,5.888888888888889,9.003472222222221,1.0100000000000002,1.0100000000000002,0.8300000000000001,0.8300000000000001,0.18,1.0100000000000002,0.51,0.0,14.0,0.29,0.29,0.21,0.21,0.08,0.29,0.61,0.0,5.0
4610153,143,13,2026-01-17,1768664700.0,19.75,5,True,Ended,8353,Al Ain,8350,Al-Wahda,2.0,2.0,1.07,0.74,0.84,1.7,2.0,2.0,15.0,7.0,1.12,1.26,13.0,11.0,8.0,3.0,0.0,2.0,10.0,5.0,46.0,45.0,4.0,4.0,2.0,2.0,4.0,1.0,61.0,39.0,1.26,1.12,Bet365,1.67,1.95,3.7,3.5,4.1,3.25,9.0,7.0,1.35,1.35,1.3,1.3,0.05,1.15,0.8300000000000001,0.0,16.0,1.0200000000000002,0.23,0.19,0.17,0.04,0.15,1.6900000000000002,1.0,7.0
4610150,143,13,2026-01-18,1768741500.0,17.083333333333332,6,True,Ended,8345,Baniyas,57374,Al Bataeh,1.0,1.0,0.64,1.0,1.16,1.2,3.0,3.0,9.0,12.0,1.31,0.74,17.0,11.0,5.0,13.0,0.0,1.0,5.0,6.0,68.0,110.0,4.0,4.0,1.0,1.0,2.0,2.0,44.0,56.0,0.74,1.31,Bet365,2.1,2.3,3.4,3.4,2.9,2.62,11.88888888888889,3.888888888888889,0.7500000000000001,0.7500000000000001,0.67,0.4700000000000001,0.08,0.52,1.16,0.0,9.0,1.33,1.33,1.25,0.53,0.08,0.15,1.19,0.0,12.0
4610154,143,13,2026-01-18,1768751100.0,19.75,6,True,Ended,8351,Sharjah SC,8355,Kalba,3.0,1.0,0.92,1.38,2.29,0.7,0.0,1.0,10.0,16.0,1.08,1.16,11.0,12.0,3.0,7.0,0.0,0.0,7.0,10.0,85.0,101.0,4.0,2.0,1.0,2.0,2.0,2.0,52.0,48.0,1.16,1.08,Bet365,1.8,1.75,3.3,3.4,3.9,4.1,4.0,11.114583333333334,1.1700000000000002,1.1700000000000002,1.1700000000000002,1.1,0.0,0.4000000000000001,2.29,0.0,11.0,1.08,1.08,0.89,0.81,0.19,0.27,0.7,0.0,16.0
